tx_id,ts,amount,merchant_cat,merchant_id_hash,card_id_hash,city,country,device_type,channel,hour,dayofweek,prev_24h_tx_count_card,prev_24h_amt_card,prev_1h_tx_count_card,velocity_amt_1h,is_international,is_night,is_fraud
65508eb1aed24b07ae80b9c600fbdac6,2023-01-11 06:50:00,3.83,grocery,7ccb78af64,c95342d15c,Austin,US,desktop,in_store,6,2,4,81,0,38,False,False,0
767c44ccd41b4b9eb8a35ead40c9a5c1,2023-01-11 06:51:00,3.18,retail,ac49c02cf4,f1c71b62ed,New York,US,desktop,online,6,2,1,42,1,8,False,False,0
08581a023d2b4632ad705eec46b14be1,2023-01-11 06:54:00,16.02,retail,8abb6da5c6,14805eb3c5,Austin,US,mobile,in_store,6,2,1,87,0,30,False,False,0
4e6e72d8850b456cbacef24db7344de2,2023-01-11 06:55:00,86.02,gas,f9e2a7a7aa,f661d1ce2e,San Francisco,US,mobile,in_store,6,2,4,91,0,32,False,False,0
ad66ff55851749deaaaaa5ecb2ba9762,2023-01-11 06:55:00,52.17,grocery,85ac59202c,34220713bf,San Francisco,US,desktop,online,6,2,4,178,0,35,False,False,0
d3dc75df8f3c49f0b9b79eeefa8a79d9,2023-01-11 06:56:00,12.98,dining,ff470c214d,79e2c2059f,Austin,US,mobile,in_store,6,2,0,71,1,46,False,False,0
097d30497bad44c1a0af7aa4cd21c191,2023-01-11 06:57:00,57.3,grocery,761a9a3c98,c353d06b68,Chicago,US,desktop,online,6,2,0,47,1,41,False,False,0
fc63999d9a234dcf93780281c773bc32,2023-01-11 06:58:00,166.05,retail,dbfbacba74,a642a7cb22,San Francisco,US,mobile,in_store,6,2,1,53,1,42,False,False,0
45dffaf89ee84a21bff8008468e18ee7,2023-01-11 06:58:00,44.52,gas,4cca88a3ad,fe606a36dc,New York,US,desktop,online,6,2,0,76,0,12,False,False,0
8411723743b048d086e94ce3fdd54416,2023-01-11 06:58:00,69.71,dining,247a954f62,be199c9db1,San Francisco,US,desktop,online,6,2,1,99,1,25,False,False,0
917bd29517bd4036a6cf0b9d849d77ec,2023-01-11 06:59:00,7.1,gas,97411007d1,4664f873d9,Chicago,US,mobile,in_store,6,2,3,152,1,37,False,False,0
14c485620b61450a8655b9466f4a2c28,2023-01-11 06:59:00,3.54,gas,590d6493e2,506c3033b6,San Francisco,US,desktop,online,6,2,3,147,0,26,False,False,0
7bfa805aeece45bba04fa243e51ff038,2023-01-11 07:00:00,22.31,retail,3918cf75b6,a4410c9ba7,Chicago,US,mobile,in_store,7,2,1,17,0,9,False,False,0
9e2e7a4de7b64f09900b8197ca9ec7e1,2023-01-11 07:00:00,46.46,gas,b2036b08a1,68bd85d33b,San Francisco,US,mobile,in_store,7,2,3,140,1,49,False,False,0
bf0366402a284b8183e1ecbb219c2b85,2023-01-11 07:02:00,439.95,electronics,8abb6da5c6,dd21aec11f,London,AE,mobile,online,7,2,14,2474,1,743,True,True,1
a8ecb014aba74b7a956613748feb1f58,2023-01-11 07:04:00,6.94,retail,32ca87633a,03ebe56b0e,Austin,US,desktop,in_store,7,2,1,118,0,4,False,False,0
5807717b86a6467b8ef4772fe051c7cb,2023-01-11 07:04:00,142.25,grocery,8719ff1a23,cb3757f2dc,New York,US,mobile,in_store,7,2,3,129,0,16,False,False,0
7f4ed2636cf0424d98ab22563179f3a9,2023-01-11 07:04:00,112.98,grocery,1499bfd6dc,e73168079d,Austin,US,mobile,online,7,2,1,182,1,47,False,False,0
70ab3cf0f1d745bd8ab865c09ac5d09d,2023-01-11 07:05:00,33.35,grocery,26560f0ce8,298263a646,Chicago,US,mobile,online,7,2,1,42,1,17,False,False,0
5f0dba1bf8d3482686ba563af4a63376,2023-01-11 07:06:00,12.37,grocery,a11e4e48df,5f22592297,Chicago,US,desktop,in_store,7,2,1,98,0,20,False,False,0
15b9f8b6c6d742899085f621d087b249,2023-01-11 07:06:00,42.26,dining,fe8992a9c3,8d1f0d3a13,Chicago,US,mobile,in_store,7,2,0,122,0,38,False,False,0
cfc060f02ce24658b8fe64c48745aca7,2023-01-11 07:09:00,11.98,grocery,29418d97d6,15c80377fd,Austin,US,mobile,online,7,2,3,125,0,28,False,False,0
aca52f4feffa469f91c63fbb69bbfc17,2023-01-11 07:10:00,22.34,gas,2bd5722696,38847eb185,San Francisco,US,desktop,online,7,2,4,180,0,43,False,False,0
b5343c3c1ee44563bba76358b620f5bd,2023-01-11 07:11:00,11.02,retail,a971c08c87,004e324709,New York,US,desktop,online,7,2,3,198,0,41,False,False,0
fa1521de4839407b804d5152b0a44b12,2023-01-11 07:12:00,11.63,dining,97411007d1,38847eb185,Austin,US,desktop,online,7,2,3,93,0,9,False,False,0
ae1e931f7ec64f66bad1a1587aadd928,2023-01-11 07:18:00,179.66,gas,520890d582,ef0fdd12bd,New York,US,mobile,in_store,7,2,4,43,0,47,False,False,0
bce201d6d2e643e8bf0ef6def49c008d,2023-01-11 07:21:00,18.86,retail,b2036b08a1,0647bc0f00,Austin,US,mobile,online,7,2,4,18,1,38,False,False,0
5749e49e4e54499e8f50305962357551,2023-01-11 07:21:00,85.29,dining,7ccb78af64,f9c0f4e3e6,San Francisco,US,desktop,online,7,2,3,186,1,13,False,False,0
6c5a82749bb34e8ea12285a0541048e6,2023-01-11 07:23:00,1166.71,travel,a8a5e61ecc,b54da16c51,New York,FR,unknown,online,7,2,8,3694,3,874,True,True,1
ae06b383750941d1be87e040aed725cd,2023-01-11 07:25:00,63.66,gas,a8a5e61ecc,8f67ba5158,Austin,US,mobile,in_store,7,2,4,138,1,43,False,False,0
2d7e8d465e774746b7bb71793fa41f62,2023-01-11 07:27:00,4.62,retail,3a80f4d0e0,389213c41a,Chicago,US,desktop,online,7,2,3,116,1,26,False,False,0
cf212e93176f4606bceaf754c3eea15c,2023-01-11 07:31:00,11.22,gas,6d09f340df,77da4febbe,Austin,US,mobile,in_store,7,2,4,113,1,19,False,False,0
3f34523caaab4d2ab7218ae18425d902,2023-01-11 07:32:00,14.17,retail,c7ff12ab97,038fdf93aa,New York,US,desktop,in_store,7,2,1,149,1,41,False,False,0
2cddbde668bd434f8292691f1eda2fc2,2023-01-11 07:32:00,9.13,grocery,f04006c979,71073bc13c,Chicago,US,desktop,in_store,7,2,3,188,1,49,False,False,0
a39d4987d7cf4f228c297ac9bb3237df,2023-01-11 07:36:00,10.95,retail,dbfbacba74,05915ecf54,Austin,US,mobile,online,7,2,1,177,1,38,False,False,0
61cba2e07173419f8404357d12f740c2,2023-01-11 07:36:00,10.09,gas,8d782bd084,5b73c13595,Chicago,US,desktop,online,7,2,0,136,1,32,False,False,0
93e94401ee6445e19dd9f2de9f739dab,2023-01-11 07:38:00,28.9,gas,29418d97d6,5c440119be,New York,US,desktop,in_store,7,2,1,67,1,15,False,False,0
1de6449726e5460b9748fe8c76c41241,2023-01-11 07:42:00,11.44,grocery,99311b2bc7,1985a4a892,New York,US,desktop,online,7,2,0,152,1,31,False,False,0
fb190be1814b4410b0ef1e2687120e2a,2023-01-11 07:45:00,19222.96,electronics,3918cf75b6,ae484cbd7f,Dubai,UK,mobile,online,7,2,9,4260,2,442,True,True,1
40d347ac7f9544c4acd666e00722c3be,2023-01-11 07:51:00,9.06,retail,590d6493e2,57c1a0dc06,Chicago,US,mobile,online,7,2,4,38,0,45,False,False,0
a1366c6044ab43879046bb0dc64a4a49,2023-01-11 07:53:00,9.27,grocery,3a80f4d0e0,71073bc13c,New York,US,desktop,in_store,7,2,2,128,1,35,False,False,0
78d0376e06db4ac5a9c60e9f5708f917,2023-01-11 07:53:00,143.47,dining,55a7b3f97f,935c3374a4,Chicago,US,desktop,online,7,2,0,122,1,5,False,False,0
0ad57477cb6c4eee81ddba1d41285279,2023-01-11 07:53:00,6.5,gas,1628e51490,7351d46f6c,San Francisco,US,mobile,in_store,7,2,3,128,1,49,False,False,0
6cac34d6fa6c43adbe61ce85d2211242,2023-01-11 07:54:00,25.33,gas,8e193df49b,5502edabfd,Austin,US,mobile,in_store,7,2,1,183,1,30,False,False,0
48fca1ce844b483aac59789ab224bda5,2023-01-11 07:54:00,38.3,gas,27fd97bf98,5017569859,Chicago,US,desktop,in_store,7,2,3,129,0,1,False,False,0
742787f19eac4ec888bcfca2e425d08b,2023-01-11 07:55:00,72.53,gas,32ca87633a,5bd2ec5b59,San Francisco,US,mobile,in_store,7,2,3,138,0,4,False,False,0
45ac52cdbda840479f9783b91d5234bc,2023-01-11 07:55:00,24.3,retail,5b29704737,48a36444d8,Chicago,US,mobile,in_store,7,2,2,22,1,28,False,False,0
7e82c69401374e559aa80d105d34a87d,2023-01-11 07:56:00,33.81,retail,c9e4f6c43b,30e1f4a78f,San Francisco,US,mobile,in_store,7,2,1,65,1,17,False,False,0
219c1032059d4960b8128a7070c9892d,2023-01-11 07:58:00,174.35,dining,352c913a31,ff4db487c7,San Francisco,US,desktop,in_store,7,2,4,102,1,41,False,False,0
71286f3c63d2446f8968d53132189efd,2023-01-11 08:00:00,81.75,dining,7ccb78af64,888326cf34,Austin,US,desktop,in_store,8,2,4,140,1,38,False,False,0
50d00e8cc37342deb18c2c8fdff10708,2023-01-11 08:03:00,9.93,retail,520890d582,8e53a83254,Chicago,US,mobile,in_store,8,2,2,90,1,18,False,False,0
02852d2d79224fd0a1dd8622b032ebf5,2023-01-11 08:04:00,147.32,dining,450c567505,ea85f45b08,New York,US,desktop,in_store,8,2,4,189,0,5,False,False,0
a1ca7fd70d77430eb8b95bffb68afc96,2023-01-11 08:08:00,15.76,gas,1628e51490,0f1a16c029,Austin,US,mobile,in_store,8,2,0,15,0,33,False,False,0
1f9b33ffe7f34bdcbba4f094f9122e46,2023-01-11 08:09:00,14.02,dining,c5214cca30,79e2c2059f,San Francisco,US,desktop,in_store,8,2,4,185,0,17,False,False,0
7b0e3600703746bcb7cb35c4d2eae8ef,2023-01-11 08:11:00,39.81,retail,3f7f3c206c,3705e01e4b,San Francisco,US,mobile,in_store,8,2,4,151,1,17,False,False,0
69059680f8eb4b1e8a91f54bf8d5db7b,2023-01-11 08:12:00,3.4,dining,e720c1e11b,72201bb10a,Austin,US,desktop,online,8,2,3,60,0,12,False,False,0
7c1d27ca8a8a4a7f8813cc27bf064391,2023-01-11 08:14:00,3.86,retail,352c913a31,b253bda43c,Chicago,US,mobile,in_store,8,2,2,51,0,24,False,False,0
3593f06544444e0eae329ac7ea3e0f5c,2023-01-11 08:15:00,23.4,retail,7d2e9ee9b7,42fd4af11f,New York,US,mobile,online,8,2,2,122,0,10,False,False,0
7d69993ece5e49a2a7a88a69caf32694,2023-01-11 08:17:00,22.08,gas,6868b98c0e,6fb3b9e910,Chicago,US,desktop,in_store,8,2,1,72,1,6,False,False,0
c5c35b931bf64af0a2e0b7f128ee2084,2023-01-11 08:19:00,33.81,dining,a11e4e48df,742ec235c7,New York,US,mobile,in_store,8,2,0,32,0,30,False,False,0
cec987a5bb8f46b5b7607a4697e23244,2023-01-11 08:20:00,31.49,dining,8d782bd084,d73339c44c,Chicago,US,desktop,in_store,8,2,1,119,0,19,False,False,0
53b7d13203dc44e5bb4da6b361eedf00,2023-01-11 08:24:00,14.01,retail,6cccd406f7,526fae6180,New York,US,mobile,online,8,2,3,114,1,39,False,False,0
b8e1dffcb127474985c1192b14d87866,2023-01-11 08:24:00,3.06,dining,44c51aa38e,190930050c,Chicago,US,desktop,in_store,8,2,2,51,1,10,False,False,0
fdf67853f0384c63b1c15bcbd9e86bbe,2023-01-11 08:24:00,4.13,retail,703b3fd689,ea858936c9,New York,US,desktop,online,8,2,0,110,0,45,False,False,0
3d97c4df83444bc3a236e71d2c9f1e8c,2023-01-11 08:25:00,36.9,gas,ad82e49156,8e53a83254,Austin,US,mobile,in_store,8,2,0,51,0,13,False,False,0
4dc70383362944a0b186ca025544656b,2023-01-11 08:26:00,51.85,grocery,abe826ea3f,389213c41a,New York,US,mobile,in_store,8,2,1,84,0,11,False,False,0
ead6b80f7437453386a81a9cd20a5972,2023-01-11 08:26:00,40.16,retail,a11e4e48df,4f57c453b0,New York,US,desktop,online,8,2,4,85,0,23,False,False,0
b3adb8ebb2764bc7980264f6b9930394,2023-01-11 08:29:00,26.9,grocery,7d2e9ee9b7,cec9185c27,San Francisco,US,desktop,in_store,8,2,0,88,1,46,False,False,0
c9819bcf0304469abdcc109f49de6e19,2023-01-11 08:29:00,13.11,gas,c408ab2b1f,207d6d9985,Chicago,US,desktop,in_store,8,2,4,89,0,2,False,False,0
4fab76414a734362b3d51a950672f575,2023-01-11 08:30:00,11.19,retail,1a821b065d,8d91a54ab0,San Francisco,US,desktop,in_store,8,2,2,21,1,20,False,False,0
fa5966b417424dd292843faa6354378f,2023-01-11 08:30:00,41.27,retail,1eea6ae04b,ab922b9ea9,New York,US,mobile,in_store,8,2,0,108,0,34,False,False,0
3d2acd2b99664725a1f36bcca8415817,2023-01-11 08:30:00,13.59,gas,27fd97bf98,59670146d3,New York,US,mobile,online,8,2,3,99,1,2,False,False,0
2a6de8011cc84ea095c24ad80362aae1,2023-01-11 08:31:00,7.14,gas,44ca550df3,a24a4ff7dc,Austin,US,desktop,online,8,2,0,104,0,21,False,False,0
f91b4f242e514a5e85d94a77f8b7b66d,2023-01-11 08:31:00,4.39,retail,1eea6ae04b,eb5faf6ac9,San Francisco,US,mobile,in_store,8,2,2,69,1,37,False,False,0
a66811d8c4b14d619bc6cbd006240b91,2023-01-11 08:34:00,14.34,grocery,97411007d1,ca6f77da94,New York,US,mobile,online,8,2,3,17,0,36,False,False,0
61600a33e431491490018022c94ad89d,2023-01-11 08:37:00,21.84,dining,1eea6ae04b,a1dacbb6b0,San Francisco,US,mobile,in_store,8,2,3,156,0,13,False,False,0
5b5e13b7059845bbbadf19e446ecab80,2023-01-11 08:39:00,33.55,gas,a11e4e48df,fa0f4b7877,New York,US,mobile,online,8,2,2,105,0,11,False,False,0
5b2dc95b103c413a8085acdb88db5d51,2023-01-11 08:41:00,16.34,gas,55a7b3f97f,00ccf2703f,New York,US,desktop,online,8,2,4,133,1,38,False,False,0
90424282d7f843c788d27b598d9ca65d,2023-01-11 08:42:00,12.81,dining,7d2e9ee9b7,a1657fbc5c,New York,US,desktop,online,8,2,3,108,0,49,False,False,0
0c89d55d457d48b3ba057264e608503d,2023-01-11 08:43:00,36.49,dining,4dd1387d2a,c698d77dca,New York,US,mobile,in_store,8,2,3,24,0,15,False,False,0
cbdc58d9efb34aaba5ef205fb5bac2bd,2023-01-11 08:44:00,11.62,dining,a91e4bc6de,40dc0ebe9b,Austin,US,desktop,in_store,8,2,1,163,0,33,False,False,0
ac25d0e95e93451b94761e92e5aebb99,2023-01-11 08:45:00,6.14,retail,3a80f4d0e0,511af2d1de,Austin,US,mobile,in_store,8,2,1,165,0,46,False,False,0
0310cae1db054b31a3a79fa9dcc9fdad,2023-01-11 08:46:00,24.64,gas,6cccd406f7,b0162f070e,Chicago,US,desktop,in_store,8,2,3,190,1,47,False,False,0
708f7450317e435ebca871a83ff13539,2023-01-11 08:47:00,47.79,grocery,8abb6da5c6,03ebe56b0e,Austin,US,desktop,online,8,2,4,88,0,44,False,False,0
05716656e4ab4ec3b30294fae87139bd,2023-01-11 08:49:00,152.0,dining,590d6493e2,07cb5ef5af,Austin,US,mobile,in_store,8,2,2,148,0,36,False,False,0
eb567596f45e457c8b3484e14a63910b,2023-01-11 08:50:00,101.36,retail,5ec9b7c7a7,3351fffdb1,San Francisco,US,mobile,online,8,2,3,106,0,27,False,False,0
c0f4f9c7528d4c47bb78c3dd667aae62,2023-01-11 08:52:00,33.08,gas,eca477fb9e,4414ecafd9,New York,US,desktop,online,8,2,4,49,0,45,False,False,0
6a10b84cfe414274acb86fcd9770538d,2023-01-11 08:53:00,4.97,retail,c7ff12ab97,95be89a449,San Francisco,US,desktop,online,8,2,0,101,1,28,False,False,0
f7af4269c5a54f9d800c66cd11266516,2023-01-11 08:57:00,17.31,dining,68b0dbd4c2,45fbbeacf0,New York,US,desktop,in_store,8,2,3,182,0,17,False,False,0
f976a04b3d544e2ca911dca3207c8d31,2023-01-11 08:57:00,17.0,gas,68b0dbd4c2,e1d2576eaa,Chicago,US,mobile,in_store,8,2,1,24,1,8,False,False,0
15948e774e8e4e87959bfaa3d8ab2466,2023-01-11 08:59:00,58.6,gas,016bf66c2a,6689fab0ec,New York,US,mobile,online,8,2,1,118,0,44,False,False,0
932b2e0872e14e86b1bbc207d7647df9,2023-01-11 08:59:00,27.11,dining,44ca550df3,afa7805f17,Austin,US,desktop,in_store,8,2,2,191,0,24,False,False,0
14bdf01c173741fb94fab2417dfdb349,2023-01-11 09:00:00,19.69,gas,6299628691,9efe173892,Chicago,US,desktop,in_store,9,2,1,180,0,35,False,False,0
262a18e615cb4882ad208212b16fd511,2023-01-11 09:01:00,25.13,grocery,bededab133,b66d42fa4d,New York,US,mobile,online,9,2,2,30,0,50,False,False,0
1e74651bae3745c782692c87cdb8ee79,2023-01-11 09:03:00,16.87,grocery,80a31908c7,e27887be3d,New York,US,mobile,in_store,9,2,1,88,1,36,False,False,0
c0867adcb5c24c739f9b9ac98873036a,2023-01-11 09:03:00,40.94,dining,97411007d1,fa0f4b7877,New York,US,desktop,in_store,9,2,3,154,1,17,False,False,0
63b13870f4ad44cebd887734e30810f4,2023-01-11 09:06:00,23.5,grocery,3cec8805ac,e73168079d,New York,US,desktop,in_store,9,2,2,79,1,9,False,False,0
f9fb5b5d8628445c921c63a345720a34,2023-01-11 09:07:00,23.13,gas,ff470c214d,3fd7cb07dc,Chicago,US,mobile,in_store,9,2,2,51,1,9,False,False,0
a01c0d39f947422180d0d0545f9b5d72,2023-01-11 09:08:00,16.81,gas,ff470c214d,46c063e76b,San Francisco,US,desktop,online,9,2,0,77,1,10,False,False,0
f1e48f2364294f58a4ec3326d4197ddc,2023-01-11 09:09:00,26.42,gas,4480bf99f1,03ebe56b0e,Chicago,US,mobile,online,9,2,1,184,1,34,False,False,0
a73537c7656d49c3ac356f42e87f4814,2023-01-11 09:12:00,20.01,gas,ac49c02cf4,62d867d0c7,New York,US,desktop,in_store,9,2,3,184,1,16,False,False,0
d51420207a0f4cfa86394f9ae803046f,2023-01-11 09:13:00,7.49,gas,2be1fbd7c1,a470c74e39,Austin,US,desktop,online,9,2,2,117,0,24,False,False,0
683a699d48d74ed6b1d27fda651b2490,2023-01-11 09:13:00,16.0,grocery,c7ff12ab97,400ef004f2,Austin,US,desktop,in_store,9,2,3,11,0,34,False,False,0
93a77f67067140b19a49422a47248b8c,2023-01-11 09:15:00,0.97,dining,e720c1e11b,b5514172de,San Francisco,US,mobile,in_store,9,2,3,103,1,15,False,False,0
85bc115939244a32b45a0d6c64c58c7f,2023-01-11 09:16:00,22.05,retail,44ca550df3,d450d3d668,New York,US,desktop,in_store,9,2,1,57,1,42,False,False,0
fe26c3aa7c2b42999560c0e42db12f5d,2023-01-11 09:16:00,15.08,grocery,4cca88a3ad,55f0a6e83e,San Francisco,US,mobile,online,9,2,3,105,1,0,False,False,0
80de05d0971449da8aa5f8ee366e48a6,2023-01-11 09:17:00,10.81,gas,3cec8805ac,842dbb30a6,Austin,US,mobile,online,9,2,4,17,0,21,False,False,0
9cf3d90ee0244be4a5ac9443c7006bbd,2023-01-11 09:19:00,1.65,gas,c5e8c60fd6,840757cca7,San Francisco,US,desktop,in_store,9,2,4,109,0,18,False,False,0
59c2e1b6a2d24dbfa478898dd72870b1,2023-01-11 09:19:00,7.98,retail,1628e51490,13018410bb,Austin,US,desktop,in_store,9,2,4,61,0,8,False,False,0
e5a7e17e8c9e4653aaaa8cc5d7336f0b,2023-01-11 09:21:00,12.21,dining,ba549c5ac4,cc38b66a8e,Austin,US,mobile,online,9,2,1,175,0,5,False,False,0
a7e99ad24b694f7aa1dcbc4475fa2a0c,2023-01-11 09:21:00,5.24,retail,63a235dd52,fa593628ba,Chicago,US,mobile,online,9,2,3,120,0,17,False,False,0
a95a566973824be1a01bb32d66bc16a7,2023-01-11 09:23:00,93.1,retail,b2036b08a1,be0cf4ab49,New York,US,desktop,online,9,2,3,143,1,3,False,False,0
95d4876cb7e74776873c4490d0c5ec71,2023-01-11 09:24:00,26.89,gas,5b29704737,1985a4a892,Austin,US,desktop,in_store,9,2,3,44,0,25,False,False,0
ffbc22c81b7f424084792f0f151d445f,2023-01-11 09:27:00,14.15,dining,1499bfd6dc,65c45ccbb2,San Francisco,US,mobile,in_store,9,2,4,142,0,10,False,False,0
01c7ff0dc800426c97941ba6a6832efe,2023-01-11 09:28:00,13.18,dining,56d3a46ecc,1ddc0ec872,Chicago,US,desktop,in_store,9,2,1,147,1,5,False,False,0
5f3b71788c3845dea5521593752c927d,2023-01-11 09:34:00,76.62,retail,2bd5722696,fceacb0475,Austin,US,mobile,in_store,9,2,0,187,1,33,False,False,0
a7a6596bb14242d0b97f9823bd9a0ea5,2023-01-11 09:36:00,37.58,dining,f04006c979,c5f7239e78,New York,US,mobile,online,9,2,3,92,1,41,False,False,0
cc597a29f2fe487795da063beb4be649,2023-01-11 09:37:00,43.23,dining,1398254e35,d450d3d668,San Francisco,US,desktop,in_store,9,2,4,111,1,17,False,False,0
879a06b2684142bd8d35395c4d90549a,2023-01-11 09:37:00,56.03,gas,29418d97d6,78452125bf,Austin,US,desktop,in_store,9,2,3,35,1,20,False,False,0
8e61845d2cea488fbc5b4709561419e7,2023-01-11 09:43:00,11.1,retail,44ca550df3,a474c5bba7,Austin,US,mobile,online,9,2,2,81,0,47,False,False,0
01e951119f3a432093fdd88fb66b7d4e,2023-01-11 09:44:00,39.93,gas,bededab133,8319935ea2,New York,US,desktop,in_store,9,2,0,115,1,0,False,False,0
3b13f9e4ceb64dca871dc4679c722ddd,2023-01-11 09:44:00,31.16,gas,8d782bd084,4b22e0f73f,Austin,US,desktop,in_store,9,2,4,72,0,37,False,False,0
0d90a7eb75d547b6b9ecf3dda11ecc9a,2023-01-11 09:44:00,35.96,dining,6d09f340df,a261095105,San Francisco,US,desktop,online,9,2,0,18,1,16,False,False,0
ca192e40942a4a5cb7ba814b93c4f37f,2023-01-11 09:49:00,30.7,retail,2f9161fca5,e352f6f9d3,San Francisco,US,desktop,online,9,2,3,139,1,42,False,False,0
67623c9033bb4a588bd973eb3358a7ba,2023-01-11 09:50:00,7.89,dining,6299628691,290b0f192b,New York,US,desktop,in_store,9,2,3,24,0,31,False,False,0
4ded777546f7453e8a8e8db347c86803,2023-01-11 09:51:00,26.39,retail,b931c24e6a,742ec235c7,San Francisco,US,mobile,in_store,9,2,0,110,0,44,False,False,0
7f8f37c9190044bfa15fc77dfd18bada,2023-01-11 09:55:00,5.25,dining,3f7f3c206c,e352f6f9d3,Austin,US,desktop,in_store,9,2,2,77,0,46,False,False,0
182dd691f23c49419faa265dfd64e24f,2023-01-11 09:57:00,12.82,dining,1eea6ae04b,eccb8043ed,San Francisco,US,mobile,online,9,2,1,99,0,47,False,False,0
1f1c21f8c2a64fe1a423f06e47c0822c,2023-01-11 09:58:00,8.22,retail,4cca88a3ad,0817595e85,Chicago,US,mobile,online,9,2,2,26,0,17,False,False,0
e90f311c342c477193f10054d4326e85,2023-01-11 09:59:00,37.37,gas,1141b4ac4b,9c3813ca22,Chicago,US,mobile,in_store,9,2,1,173,0,11,False,False,0
74cd90d17ebb400eb114ad0b5021bfae,2023-01-11 10:01:00,6.5,gas,1b3ce915de,d702ae92ef,New York,US,mobile,online,10,2,1,199,1,38,False,False,0
b9b0d9eed39f4fda942c232f1caa7ef9,2023-01-11 10:02:00,41.09,retail,bededab133,67f2af1876,Austin,US,desktop,online,10,2,1,57,0,41,False,False,0
31df8948e8b74dad9a8d3b206676299e,2023-01-11 10:04:00,30.02,dining,ad82e49156,4b3ea4a0cc,Austin,US,mobile,online,10,2,0,138,1,37,False,False,0
b7b0dac1e83542609a720905c3ef2a09,2023-01-11 10:08:00,54.43,dining,44ca550df3,9e7be336cd,New York,US,mobile,online,10,2,0,54,1,41,False,False,0
1a13edc9e21b434ea41df6aff738c073,2023-01-11 10:11:00,7.64,grocery,56d3a46ecc,935c3374a4,Chicago,US,desktop,in_store,10,2,1,119,0,41,False,False,0
6f95bb53f9b447cca2bf510eea695f23,2023-01-11 10:13:00,18.21,retail,1398254e35,598448ee2b,Chicago,US,desktop,online,10,2,1,21,0,14,False,False,0
e7753ce0248d408b94a03adc87156740,2023-01-11 10:14:00,31.45,gas,1b3ce915de,58196fe3be,Chicago,US,desktop,online,10,2,1,185,0,26,False,False,0
2b1b4e850db247fcb24dedbfeccea3f1,2023-01-11 10:14:00,66.1,dining,4480bf99f1,9c68c6224a,San Francisco,US,mobile,online,10,2,3,75,1,46,False,False,0
4248185df6a1496fb8ead8e615e48865,2023-01-11 10:16:00,14.06,retail,63a235dd52,79764f268b,San Francisco,US,desktop,in_store,10,2,0,195,1,4,False,False,0
b441a4eacfd742bb8e9c471729cfe9a4,2023-01-11 10:17:00,9.49,retail,abe826ea3f,5f22592297,San Francisco,US,mobile,online,10,2,2,78,0,10,False,False,0
931b8a7438f547f584bf2d2b035c481b,2023-01-11 10:19:00,6.87,retail,00f2a4903f,1c4747fd6f,Chicago,US,desktop,online,10,2,2,186,0,6,False,False,0
bac589d2d6714d549194f361e0a77de9,2023-01-11 10:22:00,4.11,grocery,703b3fd689,c809e2018c,Chicago,US,desktop,online,10,2,3,143,0,18,False,False,0
021078a1796e4600a0aeb6dfa339872b,2023-01-11 10:24:00,129.34,grocery,ac49c02cf4,42fd4af11f,Austin,US,mobile,online,10,2,3,56,0,36,False,False,0
de32b9617e64443db73603971541c127,2023-01-11 10:24:00,87.6,retail,ff470c214d,029d87cd89,Austin,US,mobile,in_store,10,2,1,146,0,47,False,False,0
95baf4236c3c4db5a2450f2cd76c587d,2023-01-11 10:25:00,51.47,dining,4dd1387d2a,4ceceaad5d,Chicago,US,desktop,online,10,2,4,67,1,11,False,False,0
fcc69598e1e948fcb961e77d7ab9d61d,2023-01-11 10:26:00,11.97,gas,8719ff1a23,ecc2e8ea66,Austin,US,mobile,in_store,10,2,3,60,1,26,False,False,0
2647e37d48984cda8cd9ab413bae9505,2023-01-11 10:26:00,43.02,dining,7ccb78af64,03e0726782,New York,US,desktop,online,10,2,1,111,1,15,False,False,0
04cdba0ff1364593b26f762b1bb9c633,2023-01-11 10:27:00,10.57,dining,55a7b3f97f,15c80377fd,San Francisco,US,desktop,online,10,2,4,95,0,46,False,False,0
fc5b91a3d16a4518844db90baa1850ad,2023-01-11 10:27:00,35.83,dining,3f7f3c206c,8d1f0d3a13,San Francisco,US,desktop,online,10,2,0,84,1,43,False,False,0
32411c66193a41b8a27c6a7b57fab94a,2023-01-11 10:34:00,12.98,gas,0a07c39d00,2f9e6b78f7,Chicago,US,mobile,online,10,2,3,99,1,46,False,False,0
f553aeda7c5a4a1181aef9e23c421c77,2023-01-11 10:35:00,3.17,dining,68b0dbd4c2,ab922b9ea9,New York,US,desktop,online,10,2,3,80,1,16,False,False,0
4127d75a6baa4a64aaeb3b6a5be9acd2,2023-01-11 10:36:00,417.92,jewelry,ec6a16661c,2dc8123072,London,AE,unknown,online,10,2,12,2044,1,490,True,True,1
d655e98f59f140bb913a3f0edeca1de3,2023-01-11 10:37:00,2.78,grocery,f3f8d23e94,fa7679f74c,New York,US,desktop,in_store,10,2,0,137,0,39,False,False,0
7cb1a542e11b45cfb940e416becff3d7,2023-01-11 10:37:00,56.07,dining,fe8992a9c3,03ebe56b0e,New York,US,desktop,in_store,10,2,0,111,1,0,False,False,0
3abecdb7a7724c47aaed18581537c56c,2023-01-11 10:38:00,113.21,dining,638be45375,742ec235c7,San Francisco,US,desktop,in_store,10,2,2,24,1,17,False,False,0
